Mod:Item:MetaData, Localized Name
chocolateQuest:cloudBoots,  Cloud Boots
chocolateQuest:kingArmor,  King Armor
chocolateQuest:slimeHelmet,  Slime Helmet
chocolateQuest:slimePlate,  Slime Plate
chocolateQuest:slimePants,  Slime Pants
chocolateQuest:slimeBoots,  Slime Boots
chocolateQuest:turtleHelmet,  Turtle Helmet
chocolateQuest:turtlePlate,  Turtle Plate
chocolateQuest:turtlePants,  Turtle Pants
chocolateQuest:turtleBoots,  Turtle Boots
chocolateQuest:bullHelmet,  Bull Helmet
chocolateQuest:bullPlate,  Bull Plate
chocolateQuest:bullPants,  Bull Pants
chocolateQuest:bullBoots,  Bull Boots
chocolateQuest:spiderHelmet,  Spider Helmet
chocolateQuest:spiderPlate,  Spider Plate
chocolateQuest:spiderPants,  Spider Pants
chocolateQuest:spiderBoots,  Spider Boots
chocolateQuest:diamondHeavyHelmet,  Heavy Diamond Helmet
chocolateQuest:diamondHeavyPlate,  Heavy Diamond Plate
chocolateQuest:diamondHeavyPants,  Heavy Diamond Pants
chocolateQuest:diamondHeavyBoots,  Heavy Diamond Boots
chocolateQuest:ironHeavyHelmet,  Heavy Iron Helmet
chocolateQuest:ironHeavyPlate,  Heavy Iron Plate
chocolateQuest:ironHeavyPants,  Heavy Iron Pants
chocolateQuest:ironHeavyBoots,  Heavy Iron Boots
chocolateQuest:inquisitionHelmet,  Inquisition Helmet
chocolateQuest:inquisitionPlate,  Inquisition Plate
chocolateQuest:inquisitionPants,  Inquisition Pants
chocolateQuest:inquisitionBoots,  Inquisition Boots
chocolateQuest:diamondColoredHelmet,  Diamond Helmet
chocolateQuest:diamondColoredPlate,  Diamond Plate
chocolateQuest:diamondColoredPants,  Diamond Pants
chocolateQuest:diamondColoredBoots,  Diamond Boots
chocolateQuest:ironColoredHelmet,  Iron Helmet
chocolateQuest:ironColoredPlate,  Iron Plate
chocolateQuest:ironColoredPants,  Iron Pants
chocolateQuest:ironColoredBoots,  Iron Boots
chocolateQuest:mageRobe,  Mage Robe
chocolateQuest:staffLife,  Healing Staff
chocolateQuest:staffPhysic,  Nature Staff
chocolateQuest:staffMagic,  Magic Staff
chocolateQuest:staffFire,  Fire Staff
chocolateQuest:staffBlast,  Thunder Staff
chocolateQuest:staffLight,  Light Staff
chocolateQuest:spell:0, Projectile
chocolateQuest:spell:1, Tracker
chocolateQuest:spell:2, Boomerang
chocolateQuest:spell:3, Area
chocolateQuest:spell:4, Teleport
chocolateQuest:spell:5, Spray
chocolateQuest:spell:6, Tornado
chocolateQuest:spell:7, Vampiric
chocolateQuest:spell:8, Shield
chocolateQuest:spell:9, Storm
chocolateQuest:spell:10, Beam
chocolateQuest:healingPotion:0, Healing Potion 
chocolateQuest:potionsBag,  Alchemy Bag
chocolateQuest:revolver,  Revolver
chocolateQuest:mecha,  Mecha Golem
chocolateQuest:mechaHeavy,  Heavy Mecha Golem
chocolateQuest:golemUpgrade:0, Armor Upgrade
chocolateQuest:golemUpgrade:1, Electric Field Upgrade
chocolateQuest:golemUpgrade:2, Barrier Upgrade
chocolateQuest:golemUpgrade:3, Support Fire Upgrade
chocolateQuest:golemGun,  Gun
chocolateQuest:golemFlameThrower,  Flamethrower
chocolateQuest:golemRailGun,  Rifle
chocolateQuest:golemCannon,  Cannon
chocolateQuest:golemBubbleCannon,  Bubble Cannon
chocolateQuest:golemMachineGun,  MachineGun
chocolateQuest:ammoLoader,  Ammo Loader
chocolateQuest:bullet:0, Iron Bullet
chocolateQuest:bullet:1, Gold Bullet
chocolateQuest:bullet:2, Fire Bullet
chocolateQuest:bullet:3, Magic Bullet
chocolateQuest:bullet:4, Cannon Bullet
chocolateQuest:material:0, item.hammer.name
chocolateQuest:material:1, Turtle Scale
chocolateQuest:material:2, Bull Leather
chocolateQuest:material:3, Slime Ball
chocolateQuest:material:4, Spider Leather
chocolateQuest:material:5, Monking Bone
chocolateQuest:cursedBone,  Cursed Bone
chocolateQuest:hookshoot,  Hookshoot
chocolateQuest:longshoot,  Longshoot
chocolateQuest:manualshoot,  Manualhook
chocolateQuest:spiderhook,  Spiderhook
chocolateQuest:pathMarker,  Path Marker
chocolateQuest:controller,  Mercenary Controller
chocolateQuest:controllerTeam,  Point Marker
chocolateQuest:soulBottle,  Soul in a bottle
craftnstar:starcore, Star Core
craftnstar:starbranch, Star Branch
craftnstar:bottledtear, Bottled Tear
eplus:item.tableUpgrade, Table Upgrade
ThermalFoundation:lexicon, item.thermalfoundation.tome.name
ThermalFoundation:bucket:0, Destabilized Redstone Bucket
ThermalFoundation:bucket:1, Energized Glowstone Bucket
ThermalFoundation:bucket:2, Resonant Ender Bucket
ThermalFoundation:bucket:3, Blazing Pyrotheum Bucket
ThermalFoundation:bucket:4, Gelid Cryotheum Bucket
ThermalFoundation:bucket:7, Zephyrean Aerotheum Bucket
ThermalFoundation:bucket:8, Tectonic Petrotheum Bucket
ThermalFoundation:bucket:5, Primal Mana Bucket
ThermalFoundation:bucket:6, Liquifacted Coal Bucket
ThermalFoundation:material:2, Pulverized Coal
ThermalFoundation:material:3, Pulverized Charcoal
ThermalFoundation:material:4, Pulverized Obsidian
ThermalFoundation:material:16, Sulfur
ThermalFoundation:material:17, Niter
ThermalFoundation:material:20, Cinnabar
ThermalFoundation:material:0, Pulverized Iron
ThermalFoundation:material:1, Pulverized Gold
ThermalFoundation:material:32, Pulverized Copper
ThermalFoundation:material:33, Pulverized Tin
ThermalFoundation:material:34, Pulverized Silver
ThermalFoundation:material:35, Pulverized Lead
ThermalFoundation:material:36, Pulverized Ferrous Metal
ThermalFoundation:material:37, Pulverized Shiny Metal
ThermalFoundation:material:38, Pulverized Mana Infused Metal
ThermalFoundation:material:39, Electrum Blend
ThermalFoundation:material:40, Invar Blend
ThermalFoundation:material:41, Bronze Blend
ThermalFoundation:material:42, Signalum Blend
ThermalFoundation:material:43, Lumium Blend
ThermalFoundation:material:44, Enderium Blend
ThermalFoundation:material:64, Copper Ingot
ThermalFoundation:material:65, Tin Ingot
ThermalFoundation:material:66, Silver Ingot
ThermalFoundation:material:67, Lead Ingot
ThermalFoundation:material:68, Ferrous Ingot
ThermalFoundation:material:69, Shiny Ingot
ThermalFoundation:material:70, Mana Infused Ingot
ThermalFoundation:material:71, Electrum Ingot
ThermalFoundation:material:72, Invar Ingot
ThermalFoundation:material:73, Bronze Ingot
ThermalFoundation:material:74, Signalum Ingot
ThermalFoundation:material:75, Lumium Ingot
ThermalFoundation:material:76, Enderium Ingot
ThermalFoundation:material:8, Iron Nugget
ThermalFoundation:material:96, Copper Nugget
ThermalFoundation:material:97, Tin Nugget
ThermalFoundation:material:98, Silver Nugget
ThermalFoundation:material:99, Lead Nugget
ThermalFoundation:material:100, Ferrous Nugget
ThermalFoundation:material:101, Shiny Nugget
ThermalFoundation:material:102, Mana Infused Nugget
ThermalFoundation:material:103, Electrum Nugget
ThermalFoundation:material:104, Invar Nugget
ThermalFoundation:material:105, Bronze Nugget
ThermalFoundation:material:106, Signalum Nugget
ThermalFoundation:material:107, Lumium Nugget
ThermalFoundation:material:108, Enderium Nugget
ThermalFoundation:material:12, Iron Gear
ThermalFoundation:material:13, Gold Gear
ThermalFoundation:material:128, Copper Gear
ThermalFoundation:material:129, Tin Gear
ThermalFoundation:material:130, Silver Gear
ThermalFoundation:material:131, Lead Gear
ThermalFoundation:material:132, Ferrous Gear
ThermalFoundation:material:133, Shiny Gear
ThermalFoundation:material:134, Mana Infused Gear
ThermalFoundation:material:135, Electrum Gear
ThermalFoundation:material:136, Invar Gear
ThermalFoundation:material:137, Bronze Gear
ThermalFoundation:material:138, Signalum Gear
ThermalFoundation:material:139, Lumium Gear
ThermalFoundation:material:140, Enderium Gear
ThermalFoundation:material:512, Pyrotheum Dust
ThermalFoundation:material:513, Cryotheum Dust
ThermalFoundation:material:514, Aerotheum Dust
ThermalFoundation:material:515, Petrotheum Dust
ThermalFoundation:material:516, Mana Dust
ThermalFoundation:material:1024, Blizz Rod
ThermalFoundation:material:1025, Blizz Powder
ThermalFoundation:material:1026, Blitz Rod
ThermalFoundation:material:1027, Blitz Powder
ThermalFoundation:material:1028, Basalz Rod
ThermalFoundation:material:1029, Basalz Powder
ThermalFoundation:tool.shearsWood, Wood Shears
ThermalFoundation:tool.sickleWood, Wood Sickle
ThermalFoundation:tool.shearsStone, Stone Shears
ThermalFoundation:tool.fishingRodStone, Stone Fishing Rod
ThermalFoundation:tool.sickleStone, Stone Sickle
ThermalFoundation:tool.bowStone, Stone Reinforced Bow
ThermalFoundation:tool.fishingRodIron, Iron Fishing Rod
ThermalFoundation:tool.sickleIron, Iron Sickle
ThermalFoundation:tool.bowIron, Iron Reinforced Bow
ThermalFoundation:tool.shearsDiamond, Diamond Shears
ThermalFoundation:tool.fishingRodDiamond, Diamond Fishing Rod
ThermalFoundation:tool.sickleDiamond, Diamond Sickle
ThermalFoundation:tool.bowDiamond, Diamond Reinforced Bow
ThermalFoundation:tool.shearsGold, Gold Shears
ThermalFoundation:tool.fishingRodGold, Gold Fishing Rod
ThermalFoundation:tool.sickleGold, Gold Sickle
ThermalFoundation:tool.bowGold, Gold Reinforced Bow
ThermalFoundation:armor.helmetCopper, Copper Helmet
ThermalFoundation:armor.plateCopper, Copper Chestplate
ThermalFoundation:armor.legsCopper, Copper Leggings
ThermalFoundation:armor.bootsCopper, Copper Boots
ThermalFoundation:tool.swordCopper, Copper Sword
ThermalFoundation:tool.shovelCopper, Copper Shovel
ThermalFoundation:tool.pickaxeCopper, Copper Pickaxe
ThermalFoundation:tool.axeCopper, Copper Axe
ThermalFoundation:tool.hoeCopper, Copper Hoe
ThermalFoundation:tool.shearsCopper, Copper Shears
ThermalFoundation:tool.fishingRodCopper, Copper Fishing Rod
ThermalFoundation:tool.sickleCopper, Copper Sickle
ThermalFoundation:tool.bowCopper, Copper Reinforced Bow
ThermalFoundation:armor.helmetTin, Tin Helmet
ThermalFoundation:armor.plateTin, Tin Chestplate
ThermalFoundation:armor.legsTin, Tin Leggings
ThermalFoundation:armor.bootsTin, Tin Boots
ThermalFoundation:tool.swordTin, Tin Sword
ThermalFoundation:tool.shovelTin, Tin Shovel
ThermalFoundation:tool.pickaxeTin, Tin Pickaxe
ThermalFoundation:tool.axeTin, Tin Axe
ThermalFoundation:tool.hoeTin, Tin Hoe
ThermalFoundation:tool.shearsTin, Tin Shears
ThermalFoundation:tool.fishingRodTin, Tin Fishing Rod
ThermalFoundation:tool.sickleTin, Tin Sickle
ThermalFoundation:tool.bowTin, Tin Reinforced Bow
ThermalFoundation:armor.helmetSilver, Silver Helmet
ThermalFoundation:armor.plateSilver, Silver Chestplate
ThermalFoundation:armor.legsSilver, Silver Leggings
ThermalFoundation:armor.bootsSilver, Silver Boots
ThermalFoundation:tool.swordSilver, Silver Sword
ThermalFoundation:tool.shovelSilver, Silver Shovel
ThermalFoundation:tool.pickaxeSilver, Silver Pickaxe
ThermalFoundation:tool.axeSilver, Silver Axe
ThermalFoundation:tool.hoeSilver, Silver Hoe
ThermalFoundation:tool.shearsSilver, Silver Shears
ThermalFoundation:tool.fishingRodSilver, Silver Fishing Rod
ThermalFoundation:tool.sickleSilver, Silver Sickle
ThermalFoundation:tool.bowSilver, Silver Reinforced Bow
ThermalFoundation:armor.helmetLead, Lead Helmet
ThermalFoundation:armor.plateLead, Lead Chestplate
ThermalFoundation:armor.legsLead, Lead Leggings
ThermalFoundation:armor.bootsLead, Lead Boots
ThermalFoundation:tool.swordLead, Lead Sword
ThermalFoundation:tool.shovelLead, Lead Shovel
ThermalFoundation:tool.pickaxeLead, Lead Pickaxe
ThermalFoundation:tool.axeLead, Lead Axe
ThermalFoundation:tool.hoeLead, Lead Hoe
ThermalFoundation:tool.shearsLead, Lead Shears
ThermalFoundation:tool.fishingRodLead, Lead Fishing Rod
ThermalFoundation:tool.sickleLead, Lead Sickle
ThermalFoundation:tool.bowLead, Lead Reinforced Bow
ThermalFoundation:armor.helmetNickel, Ferrous Helmet
ThermalFoundation:armor.plateNickel, Ferrous Chestplate
ThermalFoundation:armor.legsNickel, Ferrous Leggings
ThermalFoundation:armor.bootsNickel, Ferrous Boots
ThermalFoundation:tool.swordNickel, Ferrous Sword
ThermalFoundation:tool.shovelNickel, Ferrous Shovel
ThermalFoundation:tool.pickaxeNickel, Ferrous Pickaxe
ThermalFoundation:tool.axeNickel, Ferrous Axe
ThermalFoundation:tool.hoeNickel, Ferrous Hoe
ThermalFoundation:tool.shearsNickel, Ferrous Shears
ThermalFoundation:tool.fishingRodNickel, Ferrous Fishing Rod
ThermalFoundation:tool.sickleNickel, Ferrous Sickle
ThermalFoundation:tool.bowNickel, Ferrous Reinforced Bow
ThermalFoundation:armor.helmetElectrum, Electrum Helmet
ThermalFoundation:armor.plateElectrum, Electrum Chestplate
ThermalFoundation:armor.legsElectrum, Electrum Leggings
ThermalFoundation:armor.bootsElectrum, Electrum Boots
ThermalFoundation:tool.swordElectrum, Electrum Sword
ThermalFoundation:tool.shovelElectrum, Electrum Shovel
ThermalFoundation:tool.pickaxeElectrum, Electrum Pickaxe
ThermalFoundation:tool.axeElectrum, Electrum Axe
ThermalFoundation:tool.hoeElectrum, Electrum Hoe
ThermalFoundation:tool.shearsElectrum, Electrum Shears
ThermalFoundation:tool.fishingRodElectrum, Electrum Fishing Rod
ThermalFoundation:tool.sickleElectrum, Electrum Sickle
ThermalFoundation:tool.bowElectrum, Electrum Reinforced Bow
ThermalFoundation:armor.helmetInvar, Invar Helmet
ThermalFoundation:armor.plateInvar, Invar Chestplate
ThermalFoundation:armor.legsInvar, Invar Leggings
ThermalFoundation:armor.bootsInvar, Invar Boots
ThermalFoundation:tool.swordInvar, Invar Sword
ThermalFoundation:tool.shovelInvar, Invar Shovel
ThermalFoundation:tool.pickaxeInvar, Invar Pickaxe
ThermalFoundation:tool.axeInvar, Invar Axe
ThermalFoundation:tool.hoeInvar, Invar Hoe
ThermalFoundation:tool.shearsInvar, Invar Shears
ThermalFoundation:tool.fishingRodInvar, Invar Fishing Rod
ThermalFoundation:tool.sickleInvar, Invar Sickle
ThermalFoundation:tool.bowInvar, Invar Reinforced Bow
ThermalFoundation:armor.helmetBronze, Bronze Helmet
ThermalFoundation:armor.plateBronze, Bronze Chestplate
ThermalFoundation:armor.legsBronze, Bronze Leggings
ThermalFoundation:armor.bootsBronze, Bronze Boots
ThermalFoundation:tool.swordBronze, Bronze Sword
ThermalFoundation:tool.shovelBronze, Bronze Shovel
ThermalFoundation:tool.pickaxeBronze, Bronze Pickaxe
ThermalFoundation:tool.axeBronze, Bronze Axe
ThermalFoundation:tool.hoeBronze, Bronze Hoe
ThermalFoundation:tool.shearsBronze, Bronze Shears
ThermalFoundation:tool.fishingRodBronze, Bronze Fishing Rod
ThermalFoundation:tool.sickleBronze, Bronze Sickle
ThermalFoundation:tool.bowBronze, Bronze Reinforced Bow
ThermalFoundation:armor.helmetPlatinum, Shiny Helmet
ThermalFoundation:armor.platePlatinum, Shiny Chestplate
ThermalFoundation:armor.legsPlatinum, Shiny Leggings
ThermalFoundation:armor.bootsPlatinum, Shiny Boots
ThermalFoundation:tool.swordPlatinum, Shiny Sword
ThermalFoundation:tool.shovelPlatinum, Shiny Shovel
ThermalFoundation:tool.pickaxePlatinum, Shiny Pickaxe
ThermalFoundation:tool.axePlatinum, Shiny Axe
ThermalFoundation:tool.hoePlatinum, Shiny Hoe
ThermalFoundation:tool.shearsPlatinum, Shiny Shears
ThermalFoundation:tool.fishingRodPlatinum, Shiny Fishing Rod
ThermalFoundation:tool.sicklePlatinum, Shiny Sickle
ThermalFoundation:tool.bowPlatinum, Shiny Reinforced Bow
ThermalExpansion:wrench:0, Crescent Hammer
ThermalExpansion:tool.battleWrenchInvar, BattleWrench
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Creative Flux Capacitor
ThermalExpansion:capacitor:1, Tuberous Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:satchel:0, Creative Satchel
ThermalExpansion:satchel:1, Satchel
ThermalExpansion:satchel:2, Hardened Satchel
ThermalExpansion:satchel:3, Reinforced Satchel
ThermalExpansion:satchel:4, Resonant Satchel
ThermalExpansion:florb:0, Invalid Item (Destroy) (Empty§r)
ThermalExpansion:florb:1, Invalid Item (Destroy) (Empty§r)
enhancedportals:wrench, Wrench
enhancedportals:nanobrush, Nanobrush
enhancedportals:glasses, Glasses
enhancedportals:location_card:0, Location Card
enhancedportals:portal_module:0, Particle Destroyer
enhancedportals:portal_module:1, Rainbow Particles
enhancedportals:portal_module:2, Silencer
enhancedportals:portal_module:3, Momentum
enhancedportals:portal_module:4, Cloaking
enhancedportals:portal_module:5, Particle Shader
enhancedportals:portal_module:6, Facing
enhancedportals:portal_module:7, Featherfall
enhancedportals:upgrade:0, Redstone Interface Upgrade
enhancedportals:upgrade:1, Network Interface Upgrade
enhancedportals:upgrade:2, Dialing Device Upgrade
enhancedportals:upgrade:3, Programmable Interface Upgrade
enhancedportals:upgrade:4, Module Manipulator Upgrade
enhancedportals:upgrade:5, Fluid Transportation Upgrade
enhancedportals:upgrade:6, Item Transportation Upgrade
enhancedportals:upgrade:7, Energy Transportation Upgrade
enhancedportals:blank_portal_module, Blank Portal Module
enhancedportals:blank_upgrade, Blank Upgrade
enhancedportals:manual, ENHANCED PORTALS: wormhole tunneling.
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Heating Coil
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:angelRing:0, Angel Ring
ExtraUtilities:angelRing:1, Angel Ring
ExtraUtilities:angelRing:2, Angel Ring
ExtraUtilities:angelRing:3, Angel Ring
ExtraUtilities:angelRing:4, Angel Ring
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:nodeUpgrade:0, Speed Upgrade
ExtraUtilities:nodeUpgrade:1, Item Filter
ExtraUtilities:nodeUpgrade:2, World Interaction Upgrade
ExtraUtilities:nodeUpgrade:3, Stack Upgrade
ExtraUtilities:nodeUpgrade:4, Creative Upgrade
ExtraUtilities:nodeUpgrade:5, Ender Transmitter
ExtraUtilities:nodeUpgrade:6, Ender Receiver
ExtraUtilities:nodeUpgrade:7, Depth-First Search Upgrade
ExtraUtilities:nodeUpgrade:8, Breadth-First Search Upgrade
ExtraUtilities:nodeUpgrade:9, Pseudo Round Robin Upgrade
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:divisionSigil, Division Sigil
ExtraUtilities:unstableingot:0, Unstable Ingot
ExtraUtilities:unstableingot:1, Semi-stable Nugget
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:ethericsword, Etheric Sword
ExtraUtilities:erosionShovel, Erosion Shovel
ExtraUtilities:destructionpickaxe, Destruction Pickaxe
ExtraUtilities:defoliageAxe, Healing Axe
ExtraUtilities:temporalHoe, Reversing Hoe
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:watering_can, Watering Can
ExtraUtilities:scanner, Portable Scanner
ExtraUtilities:golden_bag, Golden Bag of Holding
ExtraUtilities:bedrockiumIngot, Bedrockium Ingot
factorization:ceramics/glaze_bucket, item.factorization:ceramics/glaze_bucket.name
factorization:servo/sprocket, item.factorization:servo/sprocket.name
factorization:daybarrel, item.factorization:daybarrel.name
factorization:fan, item.factorization:fan.name
factorization:sludge, item.factorization:sludge.name
factorization:socket/:34, item.factorization:socket/SOCKET_ROBOTHAND.name
factorization:socket/:35, item.factorization:socket/SOCKET_SHIFTER.name
factorization:sculptTool:0, item.factorization:sculptTool.name
factorization:logic_matrix_controller, item.factorization:logic_matrix_controller.name
factorization:acid:0, item.factorization:acid.name
factorization:acid:1, item.factorization:acid_regia.name
factorization:motor, item.factorization:motor.name
factorization:servo/decorator, item.factorization:servo/decorator.name
factorization:tool/matrix_programmer, item.factorization:tool/matrix_programmer.name
factorization:tool/charge_meter, item.factorization:tool/charge_meter.name
factorization:tool/pocket_crafting_table, item.factorization:tool/pocket_crafting_table.name
factorization:corkscrew, item.factorization:corkscrew.name
factorization:docbook, item.factorization:docbook.name
factorization:servo/servo_motor, item.factorization:servo/servo_motor.name
factorization:charge_battery, item.factorization:charge_battery.name
factorization:servo/servo, item.factorization:servo/servo.name
factorization:mirror, item.factorization:mirror.name
factorization:silver_ingot, item.factorization:silver_ingot.name
factorization:servo/commenter, item.factorization:servo/commenter.name
factorization:lead_ingot, item.factorization:lead_ingot.name
factorization:insulated_coil, item.factorization:insulated_coil.name
factorization:diamond_cutting_head, item.factorization:diamond_cutting_head.name
factorization:servo/component, item.factorization:servo/component.name
factorization:servo/instruction_plate, item.factorization:servo/instruction_plate.name
factorization:dark_iron_ingot, item.factorization:dark_iron_ingot.name
factorization:logic_matrix_identifier, item.factorization:logic_matrix_identifier.name
factorization:nether_powder, item.factorization:nether_powder.name
factorization:logic_matrix, item.factorization:logic_matrix.name
factorization:diamond_shard, item.factorization:diamond_shard.name
FlatSigns:item.sponge.wipe, Sponge Wipe
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
IC2:itemPurifiedCrushedOre:3, ic2.itemPurifiedCrushedTinOre
IC2:itemPurifiedCrushedOre:4, ic2.itemPurifiedCrushedUranOre
IC2:itemPurifiedCrushedOre:5, ic2.itemPurifiedCrushedSilverOre
IC2:itemPurifiedCrushedOre:6, ic2.itemPurifiedCrushedLeadOre
IC2:itemPlates:0, ic2.itemPlateCopper
IC2:itemPlates:1, ic2.itemPlateTin
IC2:itemPlates:2, ic2.itemPlateBronze
IC2:itemPlates:3, ic2.itemPlateGold
IC2:itemPlates:4, ic2.itemPlateIron
IC2:itemPlates:5, ic2.itemPlateAdvIron
IC2:itemPlates:6, ic2.itemPlateLead
IC2:itemPlates:7, ic2.itemPlateObsidian
IC2:itemPlates:8, ic2.itemPlateLapi
IC2:itemDensePlates:0, ic2.itemDensePlateCopper
IC2:itemDensePlates:1, ic2.itemDensePlateTin
IC2:itemDensePlates:2, ic2.itemDensePlateBronze
IC2:itemDensePlates:3, ic2.itemDensePlateGold
IC2:itemDensePlates:4, ic2.itemDensePlateIron
IC2:itemDensePlates:5, ic2.itemDensePlateAdvIron
IC2:itemDensePlates:6, ic2.itemDensePlateLead
IC2:itemDensePlates:7, ic2.itemDensePlateObsidian
IC2:itemDensePlates:8, ic2.itemDensePlateLapi
IC2:itemTurningBlanks:349525, ic2.itemTurningBlanksIRON
IC2:itemTurningBlanksWood:209715, ic2.itemTurningBlanksWOOD
IC2:itemDustSmall:0, ic2.itemDustIronSmall
IC2:itemDustSmall:1, ic2.itemDustCopperSmall
IC2:itemDustSmall:2, ic2.itemDustGoldSmall
IC2:itemDustSmall:3, ic2.itemDustTinSmall
IC2:itemDustSmall:4, ic2.itemDustSilverSmall
IC2:itemDustSmall:5, ic2.itemDustLeadSmall
IC2:itemDustSmall:6, ic2.itemDustSulfurSmall
IC2:itemDustSmall:7, ic2.itemDustLithiumSmall
IC2:itemDustSmall:8, ic2.itemDustBronzeSmall
IC2:itemDustSmall:9, ic2.itemDustLapiSmall
IC2:itemDustSmall:10, ic2.itemDustObsidianSmall
IC2:itemDust:0, ic2.itemDustBronze
IC2:itemDust:1, ic2.itemDustClay
IC2:itemDust:2, ic2.itemDustCoal
IC2:itemDust:3, ic2.itemDustCopper
IC2:itemDust:4, ic2.itemDustGold
IC2:itemDust:5, ic2.itemDustIron
IC2:itemDust:6, ic2.itemDustSilver
IC2:itemDust:7, ic2.itemDustTin
IC2:itemDust:8, ic2.itemFuelCoalDust
IC2:itemDust:9, ic2.itemDustStone
IC2:itemDust:10, ic2.itemDustLead
IC2:itemDust:11, ic2.itemDustObsidian
IC2:itemDust:12, ic2.itemDustLapi
IC2:itemDust:13, ic2.itemDustSulfur
IC2:itemDust:14, ic2.itemDustLithium
IC2:itemDust2:0, ic2.itemDustsilicondioxide
IC2:itemDust2:1, ic2.itemDustdiamond
IC2:itemDust2:2, ic2.itemDustenergium
IC2:itemDust2:3, ic2.itemAshes
IC2:itemIngot:0, ic2.itemIngotCopper
IC2:itemIngot:1, ic2.itemIngotTin
IC2:itemIngot:2, ic2.itemIngotBronze
IC2:itemIngot:3, ic2.itemIngotAdvIron
IC2:itemIngot:4, ic2.itemIngotAlloy
IC2:itemIngot:5, ic2.itemIngotLead
IC2:itemIngot:6, ic2.itemIngotSilver
IC2:reactorLithiumCell, ic2.reactorLithiumCell.name
IC2:itemTritiumCell, ic2.itemTritiumCell.name
IC2:itemUran, ic2.itemUran.name
IC2:itemMOX, ic2.itemMOX.name
IC2:itemPlutonium, ic2.itemPlutonium.name
IC2:itemPlutoniumSmall, ic2.itemPlutoniumSmall.name
IC2:itemUran235, ic2.itemUran235.name
IC2:itemUran235small, ic2.itemUran235small.name
IC2:itemUran238, ic2.itemUran238.name
IC2:itemFuelRod, ic2.itemFuelRod.name
IC2:itemRTGPellet, ic2.itemRTGPellet.name
IC2:itemPartCircuit, ic2.itemPartCircuit.name
